,Unnamed: 0,AvgLineDensity,FontColor,FontFamily,FontName,FontSize,FontWeight,LineHeight,LineID,LineStartX,LineStartY,LineText,LineWidth,PageNo,TextGroupSeparator,WordDistance,WordHeight,WordID,WordStartX,WordStartY,WordValue,WordWidth,extre,fontposition,topposition,centerposition,bolding,Title_Ratio
166,103,,, swiss, arial,8.0,,31,0,226,1192,Chose clinic because/Referred to clinic by (please check one box):,979,0,False,11,25,2,416,1192,because/Referred,260,0,1,4,3,0,8
167,104,,, swiss, arial,8.0,,31,0,226,1192,Chose clinic because/Referred to clinic by (please check one box):,979,0,False,11,25,3,687,1192,to,29,0,1,4,3,0,8
168,105,,, swiss, arial,8.0,,31,0,226,1192,Chose clinic because/Referred to clinic by (please check one box):,979,0,False,10,25,4,726,1192,clinic,74,0,1,4,3,0,8
169,106,,, swiss, arial,8.0,,31,0,226,1192,Chose clinic because/Referred to clinic by (please check one box):,979,0,False,11,31,5,811,1192,by,32,0,1,4,3,0,8
170,107,,, swiss, arial,8.0,,31,0,226,1192,Chose clinic because/Referred to clinic by (please check one box):,979,0,False,12,31,6,855,1192,(please,106,0,1,4,3,0,8
171,108,,, swiss, arial,8.0,,31,0,226,1192,Chose clinic because/Referred to clinic by (please check one box):,979,0,False,11,25,7,972,1192,check,86,0,1,4,3,0,8
172,109,,, swiss, arial,8.0,,31,0,226,1192,Chose clinic because/Referred to clinic by (please check one box):,979,0,False,10,19,8,1068,1198,one,54,0,1,4,3,0,8
173,110,,, swiss, arial,8.0,,31,0,226,1192,Chose clinic because/Referred to clinic by (please check one box):,979,0,False,13,31,9,1135,1192,box):,70,0,1,4,3,0,8
174,111,,, swiss, arial,8.0,,32,1,227,1258,âù‘ Family âù‘ Friend âù‘ Close to home/work âù‘ Yellow,1060,0,False,0,24,0,227,1258,âù‘,39,0,1,4,3,0,8
175,112,,, swiss, arial,8.0,,32,1,227,1258,âù‘ Family âù‘ Friend âù‘ Close to home/work âù‘ Yellow,1060,0,False,0,32,1,266,1258,Family,96,0,1,4,3,0,8
176,113,,, swiss, arial,5.0,,32,1,227,1258,âù‘ Family âù‘ Friend âù‘ Close to home/work âù‘ Yellow,1060,0,True,89,24,2,451,1258,âù‘,25,0,1,4,3,0,8
177,114,,, swiss, arial,8.0,,32,1,227,1258,âù‘ Family âù‘ Friend âù‘ Close to home/work âù‘ Yellow,1060,0,False,14,25,3,490,1258,Friend,90,0,1,4,3,0,8
178,115,,, swiss, arial,5.0,,32,1,227,1258,âù‘ Family âù‘ Friend âù‘ Close to home/work âù‘ Yellow,1060,0,True,111,24,4,691,1258,âù‘,25,0,1,4,3,0,8
179,116,,, swiss, arial,8.0,,32,1,227,1258,âù‘ Family âù‘ Friend âù‘ Close to home/work âù‘ Yellow,1060,0,False,12,25,5,728,1258,Close,84,0,1,4,3,0,8
180,117,,, swiss, arial,8.0,,32,1,227,1258,âù‘ Family âù‘ Friend âù‘ Close to home/work âù‘ Yellow,1060,0,False,10,25,6,822,1258,to,28,0,1,4,3,0,8
181,118,,, swiss, arial,8.0,,32,1,227,1258,âù‘ Family âù‘ Friend âù‘ Close to home/work âù‘ Yellow,1060,0,False,12,25,7,862,1258,home/work,160,0,1,4,3,0,8
182,119,,, swiss, arial,5.0,,32,1,227,1258,âù‘ Family âù‘ Friend âù‘ Close to home/work âù‘ Yellow,1060,0,True,130,24,8,1152,1258,âù‘,25,0,1,4,3,0,8
183,120,,, swiss, arial,8.0,,32,1,227,1258,âù‘ Family âù‘ Friend âù‘ Close to home/work âù‘ Yellow,1060,0,False,13,25,9,1190,1258,Yellow,97,0,1,4,3,0,8
184,121,,, swiss, arial,8.0,,25,0,1257,1192,âù‘ Dr.,79,0,True,0,25,0,1257,1192,âù‘,39,0,1,4,1,0,6
185,122,,, swiss, arial,8.0,,25,0,1257,1192,âù‘ Dr.,79,0,True,0,25,1,1296,1192,Dr.,40,0,1,4,1,0,6
186,123,,, swiss, arial,8.0,,25,0,1842,1192,âù‘ Insurance,181,0,False,0,25,0,1842,1192,âù‘,40,0,1,4,1,0,6
187,124,,, swiss, arial,8.0,,25,0,1842,1192,âù‘ Insurance,181,0,True,48,25,1,1882,1192,Insurance,141,0,1,4,1,0,6
188,125,,, swiss, arial,8.0,,31,1,2037,1192,Plan âù‘ Hospital,268,0,True,14,25,0,2037,1192,Plan,63,0,1,4,1,0,6
189,126,,, swiss, arial,5.0,,31,1,2037,1192,Plan âù‘ Hospital,268,0,False,0,25,1,2148,1192,âù‘,25,0,1,4,1,0,6
190,127,,, swiss, arial,8.0,,31,1,2037,1192,Plan âù‘ Hospital,268,0,False,0,31,2,2187,1192,Hospital,118,0,1,4,1,0,6
191,128,,, swiss, arial,8.0,,33,0,1298,1257,Pages âù‘ Other,353,0,False,0,32,0,1298,1258,Pages,93,0,1,4,1,0,6
192,129,,, swiss, arial,5.0,,33,0,1298,1257,Pages âù‘ Other,353,0,True,139,24,1,1530,1258,âù‘,25,0,1,4,1,0,6
193,130,,, swiss, arial,8.0,,33,0,1298,1257,Pages âù‘ Other,353,0,False,12,26,2,1567,1257,Other,84,0,1,4,1,0,6
194,131,,, swiss, arial,8.0,,31,0,226,1326,Other family members seen here:,491,0,False,0,26,0,226,1326,Other,82,0,1,4,3,0,8
195,132,,, swiss, arial,8.0,,31,0,226,1326,Other family members seen here:,491,0,False,9,30,1,317,1327,family,88,0,1,4,3,0,8
196,133,,, swiss, arial,8.0,,31,0,226,1326,Other family members seen here:,491,0,False,11,25,2,416,1327,members,136,0,1,4,3,0,8
197,134,,, swiss, arial,8.0,,31,0,226,1326,Other family members seen here:,491,0,False,10,20,3,562,1332,seen,70,0,1,4,3,0,8
198,135,,, swiss, arial,8.0,,31,0,226,1326,Other family members seen here:,491,0,True,14,25,4,646,1327,here:,71,0,1,4,3,0,8
199,136,,0.0, swiss, arial,10.0, bold,30,0,982,1437,INSURANCE INFORMATION,581,0,False,0,30,0,982,1437,INSURANCE,258,0,5,4,5,1,15
200,137,,0.0, swiss, arial,10.0, bold,30,0,982,1437,INSURANCE INFORMATION,581,0,True,18,30,1,1258,1437,INFORMATION,305,0,5,4,5,1,15
201,138,,, swiss, arial,8.0,,33,0,887,1507,(Please give your insurance card to the receptionist.),775,0,False,0,32,0,887,1508,(Please,110,0,1,2,5,0,8
202,139,,, swiss, arial,8.0,,33,0,887,1507,(Please give your insurance card to the receptionist.),775,0,False,11,32,1,1008,1508,give,59,0,1,2,5,0,8
203,140,,, swiss, arial,8.0,,33,0,887,1507,(Please give your insurance card to the receptionist.),775,0,False,11,25,2,1078,1515,your,65,0,1,2,5,0,8
204,141,,, swiss, arial,8.0,,33,0,887,1507,(Please give your insurance card to the receptionist.),775,0,False,12,25,3,1155,1508,insurance,141,0,1,2,5,0,8
205,142,,, swiss, arial,8.0,,33,0,887,1507,(Please give your insurance card to the receptionist.),775,0,False,11,25,4,1307,1508,card,61,0,1,2,5,0,8
206,143,,, swiss, arial,8.0,,33,0,887,1507,(Please give your insurance card to the receptionist.),775,0,False,12,25,5,1380,1508,to,27,0,1,2,5,0,8
207,144,,, swiss, arial,8.0,,33,0,887,1507,(Please give your insurance card to the receptionist.),775,0,False,10,25,6,1417,1508,the,45,0,1,2,5,0,8
208,145,,, swiss, arial,8.0,,33,0,887,1507,(Please give your insurance card to the receptionist.),775,0,False,13,32,7,1475,1508,receptionist.),187,0,1,2,5,0,8
209,146,,, swiss, arial,8.0,,31,0,227,1576,Person responsible for bill:,389,0,False,0,25,0,227,1577,Person,101,0,1,2,3,0,6
210,147,,, swiss, arial,8.0,,31,0,227,1576,Person responsible for bill:,389,0,False,14,30,1,342,1577,responsible,166,0,1,2,3,0,6
211,148,,, swiss, arial,8.0,,31,0,227,1576,Person responsible for bill:,389,0,False,12,25,2,520,1577,for,38,0,1,2,3,0,6
212,149,,, swiss, arial,8.0,,31,0,227,1576,Person responsible for bill:,389,0,False,12,25,3,570,1577,bill:,46,0,1,2,3,0,6
213,150,,, swiss, arial,8.0,,26,0,703,1576,Birth date:,149,0,False,0,25,0,703,1577,Birth,65,0,1,2,5,0,8
214,151,,, swiss, arial,8.0,,26,0,703,1576,Birth date:,149,0,True,14,25,1,781,1577,date:,71,0,1,2,5,0,8
215,152,,, swiss, arial,8.0,,25,1,767,1642,/ /,101,0,True,12,25,0,767,1642,/,10,0,1,2,5,0,8
216,153,,, swiss, arial,8.0,,25,1,767,1642,/ /,101,0,False,0,25,1,858,1642,/,10,0,1,2,5,0,8
217,154,,, swiss, arial,8.0,,31,0,978,1576,Address (if different):,309,0,False,13,25,0,978,1577,Address,124,0,1,2,5,0,8
218,155,,, swiss, arial,8.0,,31,0,978,1576,Address (if different):,309,0,False,0,30,1,1113,1577,(if,28,0,1,2,5,0,8
219,156,,, swiss, arial,8.0,,31,0,978,1576,Address (if different):,309,0,True,81,30,2,1150,1577,different):,137,0,1,2,5,0,8
220,157,,, swiss, arial,8.0,,94,1,227,1642,( ) Is,1693,0,False,0,31,0,1807,1642,(,9,0,1,2,3,0,6
221,158,,, swiss, arial,8.0,,94,1,227,1642,( ) Is,1693,0,True,11,31,1,1911,1642,),9,0,1,2,3,0,6
222,159,,, swiss, arial,8.0,,94,1,227,1642,( ) Is,1693,0,False,9,25,2,227,1711,Is,23,0,1,2,3,0,6
223,160,,, swiss, arial,8.0,,30,0,1807,1577,Home phone no.:,251,0,True,0,25,0,1807,1577,Home,85,0,1,2,1,0,4
224,161,,, swiss, arial,8.0,,30,0,1807,1577,Home phone no.:,251,0,True,95,30,1,1906,1577,phone,89,0,1,2,1,0,4
225,162,,, swiss, arial,8.0,,30,0,1807,1577,Home phone no.:,251,0,False,-1693,20,2,2007,1582,no.:,51,0,1,2,1,0,4
226,163,,, swiss, arial,8.0,,32,0,260,1710,this person a patient here? âù‘ Yes âù‘ No,665,0,False,0,25,0,260,1711,this,51,0,1,2,5,0,8
227,164,,, swiss, arial,8.0,,32,0,260,1710,this person a patient here? âù‘ Yes âù‘ No,665,0,False,11,25,1,322,1717,person,100,0,1,2,5,0,8
228,165,,, swiss, arial,8.0,,32,0,260,1710,this person a patient here? âù‘ Yes âù‘ No,665,0,False,10,19,2,432,1717,a,16,0,1,2,5,0,8
229,166,,, swiss, arial,8.0,,32,0,260,1710,this person a patient here? âù‘ Yes âù‘ No,665,0,False,14,31,3,462,1711,patient,98,0,1,2,5,0,8
230,167,,, swiss, arial,8.0,,32,0,260,1710,this person a patient here? âù‘ Yes âù‘ No,665,0,False,12,25,4,572,1711,here?,80,0,1,2,5,0,8
231,168,,, swiss, arial,5.0,,32,0,260,1710,this person a patient here? âù‘ Yes âù‘ No,665,0,True,51,24,5,703,1711,âù‘,25,0,1,2,5,0,8
232,169,,, swiss, arial,8.0,,32,0,260,1710,this person a patient here? âù‘ Yes âù‘ No,665,0,False,13,25,6,741,1711,Yes,56,0,1,2,5,0,8
233,170,,, swiss, arial,5.0,,32,0,260,1710,this person a patient here? âù‘ Yes âù‘ No,665,0,True,49,24,7,846,1711,âù‘,25,0,1,2,5,0,8
234,171,,, swiss, arial,8.0,,32,0,260,1710,this person a patient here? âù‘ Yes âù‘ No,665,0,False,14,25,8,885,1711,No,40,0,1,2,5,0,8
235,172,,, swiss, arial,8.0,,33,0,226,1777,Occupation:,175,0,True,0,33,0,226,1777,Occupation:,175,0,1,2,3,0,6
236,173,,, swiss, arial,8.0,,33,0,537,1777,Employer:,145,0,True,0,32,0,537,1778,Employer:,145,0,1,2,5,0,8
237,174,,, swiss, arial,8.0,,33,0,842,1777,Employer address:,274,0,False,0,32,0,842,1778,Employer,140,0,1,2,5,0,8
238,175,,, swiss, arial,8.0,,33,0,842,1777,Employer address:,274,0,True,10,25,1,991,1778,address:,125,0,1,2,5,0,8
239,176,,, swiss, arial,8.0,,85,1,227,1842,( ) Is,1693,0,True,13,33,0,1807,1842,(,9,0,1,0,3,0,4
240,177,,, swiss, arial,8.0,,85,1,227,1842,( ) Is,1693,0,False,0,33,1,1911,1842,),9,0,1,0,3,0,4
241,178,,, swiss, arial,8.0,,85,1,227,1842,( ) Is,1693,0,False,9,25,2,227,1902,Is,23,0,1,0,3,0,4
242,179,,, swiss, arial,8.0,,33,0,1807,1777,Employer phone no.:,304,0,True,0,32,0,1807,1778,Employer,140,0,1,2,1,0,4
243,180,,, swiss, arial,8.0,,33,0,1807,1777,Employer phone no.:,304,0,True,95,32,1,1957,1778,phone,90,0,1,2,1,0,4
244,181,,, swiss, arial,8.0,,33,0,1807,1777,Employer phone no.:,304,0,False,-1693,18,2,2060,1785,no.:,51,0,1,2,1,0,4
245,182,,, swiss, arial,8.0,,44,0,260,1902,this patient covered by âù‘ Yes âù‘ No,766,0,False,0,25,0,260,1902,this,51,0,1,0,5,0,6
246,183,,, swiss, arial,8.0,,44,0,260,1902,this patient covered by âù‘ Yes âù‘ No,766,0,False,11,30,1,322,1902,patient,99,0,1,0,5,0,6
247,184,,, swiss, arial,8.0,,44,0,260,1902,this patient covered by âù‘ Yes âù‘ No,766,0,False,11,25,2,432,1902,covered,115,0,1,0,5,0,6
248,185,,, swiss, arial,8.0,,44,0,260,1902,this patient covered by âù‘ Yes âù‘ No,766,0,False,13,30,3,560,1902,by,33,0,1,0,5,0,6
249,186,,, swiss, arial,5.0,,44,0,260,1902,this patient covered by âù‘ Yes âù‘ No,766,0,True,199,24,4,792,1921,âù‘,25,0,1,0,5,0,6
250,187,,, swiss, arial,8.0,,44,0,260,1902,this patient covered by âù‘ Yes âù‘ No,766,0,False,11,25,5,828,1921,Yes,58,0,1,0,5,0,6
251,188,,, swiss, arial,5.0,,44,0,260,1902,this patient covered by âù‘ Yes âù‘ No,766,0,True,61,24,6,947,1921,âù‘,25,0,1,0,5,0,6
252,189,,, swiss, arial,8.0,,44,0,260,1902,this patient covered by âù‘ Yes âù‘ No,766,0,False,14,25,7,986,1921,No,40,0,1,0,5,0,6
253,190,,, swiss, arial,8.0,,25,1,227,1940,insurance?,159,0,True,0,25,0,227,1940,insurance?,159,0,1,0,3,0,4
254,191,,, swiss, arial,8.0,,50,0,227,1986,Please indicate primary âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance],2036,0,False,0,25,0,227,1986,Please,98,0,1,0,3,0,4
255,192,,, swiss, arial,8.0,,50,0,227,1986,Please indicate primary âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance],2036,0,False,12,25,1,337,1986,indicate,113,0,1,0,3,0,4
256,193,,, swiss, arial,8.0,,50,0,227,1986,Please indicate primary âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance],2036,0,False,12,31,2,462,1986,primary,110,0,1,0,3,0,4
257,194,,, swiss, arial,5.0,,50,0,227,1986,Please indicate primary âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance],2036,0,True,190,23,3,762,2005,âù‘,25,0,1,0,3,0,4
258,195,,, swiss, arial,8.0,,50,0,227,1986,Please indicate primary âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance],2036,0,False,14,31,4,801,2005,[Insurance],161,0,1,0,3,0,4
259,196,,, swiss, arial,5.0,,50,0,227,1986,Please indicate primary âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance],2036,0,True,140,23,5,1102,2005,âù‘,25,0,1,0,3,0,4
260,197,,, swiss, arial,8.0,,50,0,227,1986,Please indicate primary âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance],2036,0,False,15,31,6,1142,2005,[Insurance],161,0,1,0,3,0,4
261,198,,, swiss, arial,5.0,,50,0,227,1986,Please indicate primary âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance],2036,0,True,95,23,7,1398,2005,âù‘,25,0,1,0,3,0,4
262,199,,, swiss, arial,8.0,,50,0,227,1986,Please indicate primary âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance],2036,0,False,14,31,8,1437,2005,[Insurance],163,0,1,0,3,0,4
263,200,,, swiss, arial,5.0,,50,0,227,1986,Please indicate primary âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance],2036,0,True,138,23,9,1738,2005,âù‘,25,0,1,0,3,0,4
264,201,,, swiss, arial,8.0,,50,0,227,1986,Please indicate primary âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance],2036,0,False,14,31,10,1777,2005,[Insurance],163,0,1,0,3,0,4
265,202,,, swiss, arial,5.0,,50,0,227,1986,Please indicate primary âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance],2036,0,True,122,23,11,2062,2005,âù‘,25,0,1,0,3,0,4
266,203,,, swiss, arial,8.0,,50,0,227,1986,Please indicate primary âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance],2036,0,False,15,31,12,2102,2005,[Insurance],161,0,1,0,3,0,4
267,204,,, swiss, arial,8.0,,25,1,227,2023,insurance,140,0,True,0,25,0,227,2023,insurance,140,0,1,0,3,0,4
268,205,,, swiss, arial,8.0,,51,2,227,2067,âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ Welfare (Please provide âù‘ Other,1633,0,False,0,25,0,227,2087,âù‘,39,0,1,0,3,0,4
269,206,,, swiss, arial,8.0,,51,2,227,2067,âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ Welfare (Please provide âù‘ Other,1633,0,False,0,31,1,266,2087,[Insurance],161,0,1,0,3,0,4
270,207,,, swiss, arial,5.0,,51,2,227,2067,âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ Welfare (Please provide âù‘ Other,1633,0,True,129,25,2,556,2087,âù‘,25,0,1,0,3,0,4
271,208,,, swiss, arial,8.0,,51,2,227,2067,âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ Welfare (Please provide âù‘ Other,1633,0,False,14,31,3,595,2087,[Insurance],162,0,1,0,3,0,4
272,209,,, swiss, arial,5.0,,51,2,227,2067,âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ Welfare (Please provide âù‘ Other,1633,0,True,156,25,4,913,2087,âù‘,25,0,1,0,3,0,4
273,210,,, swiss, arial,8.0,,51,2,227,2067,âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ Welfare (Please provide âù‘ Other,1633,0,False,14,31,5,952,2087,[Insurance],163,0,1,0,3,0,4
274,211,,, swiss, arial,5.0,,51,2,227,2067,âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ Welfare (Please provide âù‘ Other,1633,0,True,87,24,6,1202,2068,âù‘,25,0,1,0,3,0,4
275,212,,, swiss, arial,8.0,,51,2,227,2067,âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ Welfare (Please provide âù‘ Other,1633,0,False,13,25,7,1240,2068,Welfare,112,0,1,0,3,0,4
276,213,,, swiss, arial,8.0,,51,2,227,2067,âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ Welfare (Please provide âù‘ Other,1633,0,False,14,32,8,1366,2068,(Please,111,0,1,0,3,0,4
277,214,,, swiss, arial,8.0,,51,2,227,2067,âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ Welfare (Please provide âù‘ Other,1633,0,False,8,32,9,1485,2068,provide,110,0,1,0,3,0,4
278,215,,, swiss, arial,5.0,,51,2,227,2067,âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ Welfare (Please provide âù‘ Other,1633,0,True,143,25,10,1738,2087,âù‘,25,0,1,0,3,0,4
279,216,,,,,1.0,,51,2,227,2067,âù‘ [Insurance] âù‘ [Insurance] âù‘ [Insurance] âù‘ Welfare (Please provide âù‘ Other,1633,0,False,14,25,11,1777,2087,Other,83,0,1,0,3,0,4
280,217,,, swiss, arial,8.0,,31,3,1202,2106,coupon),118,0,True,0,30,0,1202,2107,coupon),118,0,1,1,5,0,7
281,218,,, swiss, arial,8.0,,26,0,226,2162,Subscriberâ€™s name:,281,0,False,0,26,0,226,2162,Subscriberâ€™s,181,0,1,1,3,0,5
282,219,,, swiss, arial,8.0,,26,0,226,2162,Subscriberâ€™s name:,281,0,True,13,18,1,420,2170,name:,87,0,1,1,3,0,5
283,220,,, swiss, arial,8.0,,26,0,761,2162,Subscriberâ€™s S.S. no.:,316,0,False,0,26,0,761,2162,Subscriberâ€™s,181,0,1,1,5,0,7
284,221,,, swiss, arial,8.0,,26,0,761,2162,Subscriberâ€™s S.S. no.:,316,0,True,11,25,1,953,2163,S.S.,59,0,1,1,5,0,7
285,222,,, swiss, arial,8.0,,26,0,761,2162,Subscriberâ€™s S.S. no.:,316,0,False,0,18,2,1027,2170,no.:,50,0,1,1,5,0,7
286,223,,, swiss, arial,8.0,,26,0,1172,2162,Birth date:,148,0,False,0,25,0,1172,2163,Birth,65,0,1,1,5,0,7
287,224,,, swiss, arial,8.0,,26,0,1172,2162,Birth date:,148,0,True,11,25,1,1248,2163,date:,72,0,1,1,5,0,7
288,225,,, swiss, arial,8.0,,27,1,1235,2228,/ /,83,0,True,15,27,0,1235,2228,/,10,0,1,1,5,0,7
289,226,,, swiss, arial,8.0,,27,1,1235,2228,/ /,83,0,False,0,27,1,1308,2228,/,10,0,1,1,5,0,7
290,227,,, swiss, arial,8.0,,95,2,227,2227,$ Patientâ€™s,1923,0,True,11,30,0,2133,2227,$,17,0,1,1,3,0,5
291,228,,, swiss, arial,8.0,,95,2,227,2227,$ Patientâ€™s,1923,0,False,0,25,1,227,2297,Patientâ€™s,125,0,1,1,3,0,5
292,229,,, swiss, arial,8.0,,32,0,1452,2163,Group no.:,154,0,True,63,32,0,1452,2163,Group,90,0,1,1,1,0,3
293,230,,, swiss, arial,8.0,,32,0,1452,2163,Group no.:,154,0,False,0,18,1,1555,2170,no.:,51,0,1,1,1,0,3
294,231,,, swiss, arial,8.0,,32,0,1807,2163,Policy no.:,150,0,False,-1923,32,0,1807,2163,Policy,88,0,1,1,1,0,3
295,232,,, swiss, arial,8.0,,32,0,1807,2163,Policy no.:,150,0,True,0,18,1,1906,2170,no.:,51,0,1,1,1,0,3
296,233,,, swiss, arial,8.0,,32,0,2133,2163,Co-payment:,189,0,False,13,32,0,2133,2163,Co-payment:,189,0,1,1,1,0,3
297,234,,, swiss, arial,8.0,,31,0,363,2297,relationship to subscriber: âù‘ Self âù‘ Spouse âù‘ Child,1004,0,False,0,31,0,363,2297,relationship,169,0,1,1,5,0,7
298,235,,, swiss, arial,8.0,,31,0,363,2297,relationship to subscriber: âù‘ Self âù‘ Spouse âù‘ Child,1004,0,False,10,25,1,542,2297,to,26,0,1,1,5,0,7
299,236,,, swiss, arial,8.0,,31,0,363,2297,relationship to subscriber: âù‘ Self âù‘ Spouse âù‘ Child,1004,0,False,12,25,2,580,2297,subscriber:,160,0,1,1,5,0,7
300,237,,, swiss, arial,5.0,,31,0,363,2297,relationship to subscriber: âù‘ Self âù‘ Spouse âù‘ Child,1004,0,True,78,25,3,818,2297,âù‘,25,0,1,1,5,0,7
301,238,,, swiss, arial,8.0,,31,0,363,2297,relationship to subscriber: âù‘ Self âù‘ Spouse âù‘ Child,1004,0,False,14,25,4,857,2297,Self,58,0,1,1,5,0,7
302,239,,, swiss, arial,5.0,,31,0,363,2297,relationship to subscriber: âù‘ Self âù‘ Spouse âù‘ Child,1004,0,True,120,25,5,1035,2297,âù‘,25,0,1,1,5,0,7
303,240,,, swiss, arial,8.0,,31,0,363,2297,relationship to subscriber: âù‘ Self âù‘ Spouse âù‘ Child,1004,0,False,12,31,6,1072,2297,Spouse,110,0,1,1,5,0,7
304,241,,, swiss, arial,5.0,,31,0,363,2297,relationship to subscriber: âù‘ Self âù‘ Spouse âù‘ Child,1004,0,True,75,25,7,1257,2297,âù‘,25,0,1,1,5,0,7
305,242,,, swiss, arial,8.0,,31,0,363,2297,relationship to subscriber: âù‘ Self âù‘ Spouse âù‘ Child,1004,0,False,13,25,8,1295,2297,Child,72,0,1,1,5,0,7
306,243,,, swiss, arial,8.0,,25,0,1452,2297,âù‘ Other,121,0,True,0,25,0,1452,2297,âù‘,39,0,1,1,1,0,3
307,244,,, swiss, arial,8.0,,25,0,1452,2297,âù‘ Other,121,0,True,0,25,1,1491,2297,Other,82,0,1,1,1,0,3
308,245,,, swiss, arial,8.0,,32,0,227,2365,Name of secondary insurance (if applicable):,655,0,False,0,25,0,227,2366,Name,85,0,1,0,3,0,4
309,246,,, swiss, arial,8.0,,32,0,227,2365,Name of secondary insurance (if applicable):,655,0,False,11,25,1,323,2366,of,29,0,1,0,3,0,4
310,247,,, swiss, arial,8.0,,32,0,227,2365,Name of secondary insurance (if applicable):,655,0,False,9,31,2,361,2366,secondary,152,0,1,0,3,0,4
311,248,,, swiss, arial,8.0,,32,0,227,2365,Name of secondary insurance (if applicable):,655,0,False,12,25,3,525,2366,insurance,141,0,1,0,3,0,4
312,249,,, swiss, arial,8.0,,32,0,227,2365,Name of secondary insurance (if applicable):,655,0,False,12,31,4,678,2366,(if,29,0,1,0,3,0,4
313,250,,, swiss, arial,8.0,,32,0,227,2365,Name of secondary insurance (if applicable):,655,0,False,8,31,5,715,2366,applicable):,167,0,1,0,3,0,4
314,251,,, swiss, arial,8.0,,26,0,938,2365,Subscriberâ€™s name:,283,0,False,0,26,0,938,2365,Subscriberâ€™s,183,0,1,0,5,0,6
315,252,,, swiss, arial,8.0,,26,0,938,2365,Subscriberâ€™s name:,283,0,True,13,19,1,1132,2372,name:,89,0,1,0,5,0,6
316,253,,, swiss, arial,8.0,,31,0,1667,2366,Group no.:,154,0,False,0,31,0,1667,2366,Group,90,0,1,0,1,0,2
317,254,,, swiss, arial,8.0,,31,0,1667,2366,Group no.:,154,0,True,11,19,1,1770,2372,no.:,51,0,1,0,1,0,2
318,255,,, swiss, arial,8.0,,31,0,2042,2366,Policy no.:,150,0,False,0,31,0,2042,2366,Policy,88,0,1,0,1,0,2
319,256,,, swiss, arial,8.0,,31,0,2042,2366,Policy no.:,150,0,True,11,19,1,2141,2372,no.:,51,0,1,0,1,0,2
320,257,,, swiss, arial,8.0,,33,0,227,2497,Patientâ€™s relationship to subscriber: âù‘ Self âù‘ Spouse âù‘ Child,1140,0,False,0,25,0,227,2498,Patientâ€™s,125,0,1,0,3,0,4
321,258,,, swiss, arial,8.0,,33,0,227,2497,Patientâ€™s relationship to subscriber: âù‘ Self âù‘ Spouse âù‘ Child,1140,0,False,11,32,1,363,2498,relationship,169,0,1,0,3,0,4
322,259,,, swiss, arial,8.0,,33,0,227,2497,Patientâ€™s relationship to subscriber: âù‘ Self âù‘ Spouse âù‘ Child,1140,0,False,10,25,2,542,2498,to,26,0,1,0,3,0,4
323,260,,, swiss, arial,8.0,,33,0,227,2497,Patientâ€™s relationship to subscriber: âù‘ Self âù‘ Spouse âù‘ Child,1140,0,False,12,25,3,580,2498,subscriber:,160,0,1,0,3,0,4
324,261,,, swiss, arial,5.0,,33,0,227,2497,Patientâ€™s relationship to subscriber: âù‘ Self âù‘ Spouse âù‘ Child,1140,0,True,87,24,4,827,2498,âù‘,25,0,1,0,3,0,4
