,AvgLineDensity,FontColor,FontFamily,FontName,FontSize,FontWeight,LineHeight,LineID,LineStartX,LineStartY,LineText,LineWidth,PageNo,TextGroupSeparator,WordDistance,WordHeight,WordID,WordStartX,WordStartY,WordValue,WordWidth
179,1.0,, swiss, arial,7,,21,0,148,1611,Address,108,0,True,0.0,21,0,148,1611,Address,108
180,4.0,, swiss, arial,7,,28,0,151,1735,City Province Postal Code,1875,0,False,0.0,28,0,151,1735,City,50
181,4.0,, swiss, arial,7,,28,0,151,1735,City Province Postal Code,1875,0,True,1096.0,21,1,1297,1736,Province,111
182,4.0,, swiss, arial,7,,28,0,151,1735,City Province Postal Code,1875,0,False,460.0,21,2,1868,1736,Postal,78
183,4.0,, swiss, arial,7,,28,0,151,1735,City Province Postal Code,1875,0,False,11.0,22,3,1957,1735,Code,69
184,2.0,, swiss, arial,9, bold,40,0,152,1907,Banking Information,400,0,False,0.0,39,0,152,1908,Banking,160
185,2.0,, swiss, arial,9, bold,40,0,152,1907,Banking Information,400,0,True,15.0,33,1,327,1907,Information,225
186,2.0,, swiss, arial,7,,21,0,152,1981,Branch Address,205,0,False,0.0,21,0,152,1981,Branch,89
187,2.0,, swiss, arial,7,,21,0,152,1981,Branch Address,205,0,True,9.0,21,1,250,1981,Address,107
188,4.0,, swiss, arial,7,,28,0,151,2105,City Province Postal Code,1875,0,False,0.0,28,0,151,2105,City,50
189,4.0,, swiss, arial,7,,28,0,151,2105,City Province Postal Code,1875,0,True,1096.0,21,1,1297,2106,Province,111
190,4.0,, swiss, arial,7,,28,0,151,2105,City Province Postal Code,1875,0,False,460.0,21,2,1868,2106,Postal,78
191,4.0,, swiss, arial,7,,28,0,151,2105,City Province Postal Code,1875,0,False,11.0,22,3,1957,2105,Code,69
192,1.0,, swiss, arial,7,,21,0,522,2231,Institution Number,236,0,False,0.0,21,0,522,2231,Institution,121
193,1.0,, swiss, arial,7,,21,0,522,2231,Institution Number,236,0,True,13.0,21,1,656,2231,Number,102
194,1.0,, swiss, arial,7,,30,1,535,2286,010,61,0,True,0.0,30,0,535,2286,010,61
195,2.0,, swiss, arial,7,,21,0,891,2231,Account Number,220,0,False,0.0,21,0,891,2231,Account,106
196,2.0,, swiss, arial,7,,21,0,891,2231,Account Number,220,0,True,10.0,21,1,1007,2231,Number,104
197,1.0,, swiss, arial,7,,21,0,150,2231,Transit,88,0,True,0.0,21,0,150,2231,Transit,88
198,3.0,, swiss, arial,7,,29,0,575,2543,Customer Signature Date,1435,0,False,0.0,24,0,575,2543,Customer,127
199,3.0,, swiss, arial,7,,29,0,575,2543,Customer Signature Date,1435,0,False,8.0,29,1,710,2543,Signature,123
200,3.0,, swiss, arial,7,,29,0,575,2543,Customer Signature Date,1435,0,True,1117.0,22,2,1950,2545,Date,60
0,, ffffff, swiss, arial,20.5, bold,65,0,167,173,CIBC,190,0,True,0.0,65,0,167,173,CIBC,190
1,,, swiss, arial,7,,20,0,2213,153,9045 IC-2014/11,183,0,False,0.0,18,0,2213,155,9045,54
2,,, swiss, arial,7,,20,0,2213,153,9045 IC-2014/11,183,0,True,10.0,20,1,2277,153,IC-2014/11,119
3,,, swiss, arial,12, bold,39,1,1911,212,Account Information,486,0,False,0.0,38,0,1911,213,Account,201
4,,, swiss, arial,12, bold,39,1,1911,212,Account Information,486,0,True,15.0,39,1,2127,212,Information,270
5,,, swiss, arial,9, bold,38,2,1331,270,"For Payroll, Direct Deposit or Pre-Authorized Payment",1069,0,False,0.0,31,0,1331,270,For,65
6,,, swiss, arial,9, bold,38,2,1331,270,"For Payroll, Direct Deposit or Pre-Authorized Payment",1069,0,False,14.0,38,1,1410,270,"Payroll,",143
7,,, swiss, arial,9, bold,38,2,1331,270,"For Payroll, Direct Deposit or Pre-Authorized Payment",1069,0,True,19.0,31,2,1572,270,Direct,115
8,,, swiss, arial,9, bold,38,2,1331,270,"For Payroll, Direct Deposit or Pre-Authorized Payment",1069,0,False,14.0,38,3,1701,270,Deposit,150
9,,, swiss, arial,9, bold,38,2,1331,270,"For Payroll, Direct Deposit or Pre-Authorized Payment",1069,0,False,11.0,24,4,1862,277,or,43
10,,, swiss, arial,9, bold,38,2,1331,270,"For Payroll, Direct Deposit or Pre-Authorized Payment",1069,0,False,13.0,31,5,1918,270,Pre-Authorized,294
11,,, swiss, arial,9, bold,38,2,1331,270,"For Payroll, Direct Deposit or Pre-Authorized Payment",1069,0,False,16.0,38,6,2228,270,Payment,172
12,,, swiss, arial,9, bold,26,0,150,2501,X,25,0,True,0.0,26,0,150,2501,X,25
